1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
-4386478,-3785226,-3350256,-2773545,-2209105,-1656935,-1453230,-651213,-393096,-161791,478833,957381,1228579,2036687,2478423,2664327,3081523,3823153,4043765,4219367,4274254,4630097,5106462,5545210,5985893,5989562,5858668,6433507,6621863,6879543,7203609,7436747,7954680,8163278,8359605,8956676,8992814,9369147,9516392,9651367,9428344,9536237,9634401,9840821,9993867,10055220,9909282,9946093,9970634,9982904,10317080,10627766,10345321,10269055,9936001,9619478,9545855,9393204,9348891,9628066,9505362,9686630,9662861,9503345,9331558,9147502,9018371,8584173,8698856,8465717,8220308,7962629,7692679,7064220,6769730,6544372,6225340,5894038,5717407,5361565,4945998,4565615,4172960
-4296707,-3534947,-2926765,-2312906,-1538522,-921263,-363763,343791,449610,969098,1475916,2153112,2634589,3382615,3517094,3553086,3983881,4402006,4775294,5168078,5316969,6034150,6388922,6731024,7060456,7816865,8120956,8095293,8374043,8640122,8856811,9087758,9416363,10014982,9832811,10022868,10003583,10168299,10320344,10459719,10946230,11080734,10828095,11318067,11080784,11352705,11241027,11279038,11686115,11698785,11698785,11481883,11547313,11370887,11672778,11609426,11198651,11448572,10935042,10712824,10285872,10146497,10292798,9731713,9912078,9907990,9953620,9609878,9308314,9453660,9616728,9350648,9136602,8845181,8417705,8100944,8015638,7933735,7304340,6936897,6556784,5899480,5414176
-4423548,-3472425,-2845044,-2230733,-1629492,-1041322,-70328,491701,1107582,1991145,2544022,3081834,3155545,3450821,3921357,4621218,5065613,5903179,6321433,6602164,7183298,7646132,8012105,8640994,8980826,9031963,9345654,9646274,10159276,10157716,10378210,10626549,10861817,10674545,10883672,11079729,11304252,11474168,11353587,11497362,11440757,11684905,11640943,11654232,11505974,11321332,11224818,11202510,11228651,11190928,11218485,11484779,11413128,11789033,11468772,11401951,11323528,11387568,11101919,10596954,10114304,9970529,9813684,10051713,10191466,9816082,9606954,9300093,9064825,8591136,8329727,8085075,7666723,7680133,7798525,7866210,7526379,7466956,7213522,6945458,6553344,6148161,5385421
-3964194,-2980276,-2150655,-1517544,-1342698,-740316,-333795,570932,1136691,1688979,1748676,2274023,2335380,2591238,3291460,4077323,4224203,4444509,5117246,5782274,6629481,7020124,7693097,7894676,8080463,8174984,8512517,8706148,9090431,9373310,10041336,10368697,10571648,10369443,10485868,10828774,11402764,11577880,11739525,11887700,11916591,12037825,12145589,11822742,11903565,12422295,12871538,12911949,13122590,13136061,13136061,13122590,13369197,13328786,13274904,13087838,12556949,12470163,12642800,12521566,12569387,12421212,12324643,12149528,12400432,12283708,12401961,11751191,11223613,11123553,10854144,10571264,9844743,9534922,8824192,8705148,7893867,7530165,6754605,6004651,5600538,4875602,4456177
-4306478,-3217809,-2552028,-1926313,-1288272,-953254,-172438,272578,1002498,1494042,2048859,2929788,3456865,4290527,4889068,4922054,5393649,6215256,6822322,7683833,7679708,8467956,9245191,9355772,9716404,10063165,10396056,10313049,10618199,11263746,11656110,11862405,11929548,11914908,12013991,12536366,12730552,12814693,12634730,12472368,12421866,12396566,12507530,12604623,13015287,12745213,12418538,12460149,12487890,12939783,12939783,12889562,13293346,13251735,13323875,13060567,13349394,13718054,13607090,13482256,13343552,13190977,13024532,13187266,12993080,12297603,11820618,11584821,11335153,10637277,10173877,10003108,9619890,9300870,9395519,9149881,8953101,8256166,8088801,7686558,7651440,7221456,6777602
-4539981,-3425875,-3116883,-2160775,-1511288,-542625,231261,553131,1118890,1270601,1646009,2442311,2954188,3452595,3929020,4400485,4743771,5347054,5972628,6041406,6445519,7228789,7346023,7709725,8193255,8616259,8939550,9249370,9545720,9415906,10019542,10441077,10772657,11459360,11231811,11433868,11342384,11085955,11247600,11205426,11736297,11857531,12347186,12363454,12906377,12855054,13007646,12904431,12931372,12944842,13315714,12954969,13002349,13412327,13351081,13283729,13202906,13173763,13179280,12657307,12266417,12515629,11898204,11723089,11534502,11332446,11000630,10354791,9816360,9797109,9744771,9676900,9380551,9070730,8747440,7947205,7354567,6808524,6431352,6508787,6359306,6020023,5582460
-4177829,-3202842,-2470340,-1838108,-1321436,-1171930,-725549,-147124,417850,969372,1469456,1618838,2130004,2939237,3090789,3561600,4018960,3995110,4791510,5217821,5243028,5426987,6061197,6836612,7480149,8020707,8620669,8737044,8638668,8921154,9315839,9251953,9388057,9704972,9582027,10122046,10310370,10170162,9886149,9899302,9626813,9747879,9672065,9766227,9846938,9602862,9586023,9626378,9653282,9666733,9471572,9458120,9431217,9390862,9319936,9349150,9471028,9376866,9078615,8957549,8823032,8623193,8461772,8361152,8172828,7646978,7592068,7447723,7205591,6950008,6961816,6679329,6408026,6098636,5360860,5024566,4674821,4225937,3849288,3459187,2771077,2354073,2344390
-4716706,-3801948,-3163820,-2469696,-1692233,-1396127,-576136,-4480,340957,608079,1139852,1658331,2163516,2413337,2556543,3021845,3672696,3958824,4384243,4434936,5200937,5821551,6193792,6798441,7444362,7776720,8279043,8584813,8886065,9165246,9431132,9683724,10075833,10301836,10097803,10297218,10161556,9877959,10037491,10183729,10105747,10280382,10211171,10304232,10383997,10201582,9911061,9950944,9598389,9774736,9380978,9407068,9380479,9340596,8901392,9090765,9010999,8917938,8811584,8997239,8626324,8472874,8313342,7773115,7710234,7510819,7088723,7297136,6871675,6603335,6641544,6553769,6321054,5756852,5178862,5287906,4942254,5045258,4673017,3866673,3907860,3495736,3070317
-4717421,-4074214,-3444133,-2820439,-1863955,-1558482,-1077265,-377915,618309,1578929,1825013,2134744,2633558,3495331,3967891,4657384,5175274,5608455,6028508,6775347,7169147,7864577,8641818,8872376,9403968,9305893,9274711,9257038,9197013,9623823,9690204,9944332,9992859,10572876,10782903,11437534,11487609,11658256,11726029,11643058,12127025,12628634,12372202,12170972,12096231,11872465,11548700,11930777,11957031,11970157,11747725,11734598,11272915,10929455,10482887,10141486,9768027,9678358,9573344,9455204,9317827,9163240,9042495,9007598,8987222,8775236,8749673,8526520,8515449,8091208,7828675,7254212,6965425,6823101,6508061,6289281,5672350,5202297,4834750,4577021,4183221,3434749,3084146
-4306488,-3853910,-3522784,-2913239,-2316662,-1733055,-1482307,-929126,-828777,-342074,246199,607914,1255038,1724973,2357313,3195844,3636792,4191119,4722828,4891814,4975506,5400533,5865987,5996890,6054148,6378374,6248019,6746422,6635687,6473600,6293303,6237087,6061163,6281637,6489141,7120639,7302206,7885393,8438453,8581113,8385096,8951040,8910464,8695576,9219074,9007674,8770451,8809358,8401180,8414149,8414149,8401180,8375242,8602751,8550875,8486030,8408216,8317432,8355230,8590225,8774006,8631346,8143232,7987079,8098911,8098347,7883391,7644080,7535478,7289066,7029685,6421162,6379645,5841215,5529958,5102240,4765045,4014599,3998455,3879786,3490714,2904474,2489464
