1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
-486551,-453433,-427633,-363006,-324635,-321425,-245375,-198645,-174425,-180703,-147512,-134497,-111329,-88425,-78190,-55812,-67592,-18619,35724,57633,78695,99493,126497,154648,174656,194402,213883,244211,311213,372998,386635,362413,380315,414845,432221,459829,460644,472079,484528,500587,533164,548696,541977,538286,553029,567508,546533,548821,562511,575938,591871,619663,583927,619174,672347,716327,716137,710766,767362,767327,754296,741175,751179,712686,722164,740060,749011,757542,775041,774467,742402,750037,749790,756898,730456,757700,771427,809726,815518,854006,859271,849950,820426
-473245,-419187,-423469,-423546,-395223,-384023,-330048,-291061,-266446,-254163,-230083,-187257,-208952,-137795,-114786,-92043,-119249,-48526,-8031,-12918,-12622,-15471,49706,70308,45922,53884,83414,111896,113211,118623,153204,147168,114321,79420,97079,62769,79893,96749,120935,144188,116529,132315,147833,202227,216755,257388,271836,310571,303961,320510,292557,305667,318510,310571,332882,297632,298317,286984,252841,280898,280845,285830,261975,321468,290906,300271,360269,397084,450465,493197,535060,502271,491154,504558,491087,473411,479832,504079,525838,479927,501477,506561,493179
-500228,-521512,-523645,-497276,-469383,-397693,-377500,-352218,-376561,-351824,-327358,-273863,-264955,-216184,-180573,-105443,-113157,-90594,-93749,-71730,-35495,-14020,-21955,-1023,4701,25089,34943,54788,70789,69684,88713,88364,106849,137218,118272,129781,199218,162742,139947,185438,182132,251473,263063,278558,247457,262408,231851,272662,308821,322685,368239,357142,419263,433074,423727,411619,475309,486998,482342,441957,497548,508150,534689,546130,555916,615830,608147,640561,626746,631985,622517,630400,692056,745685,793691,800487,763366,783055,839908,804209,839368,882453,887346
-445550,-419345,-356515,-279751,-254340,-270450,-257712,-251825,-227472,-203385,-232125,-224556,-206430,-183401,-136301,-70912,-45757,-23787,-24663,19262,49781,70692,91339,135280,175307,156818,176406,195729,214787,233581,212369,272829,319828,337563,312805,330010,346951,342129,368846,379258,371989,356431,375232,390320,439146,439396,492964,514795,520778,534277,597051,597295,582424,594864,607041,638252,609141,620523,634258,645110,655698,622447,672939,682732,643851,703745,712745,674928,649970,667286,710699,676063,683475,690622,693337,699954,741328,794701,800525,806083,794634,791819,844638
-466552,-397914,-372674,-312254,-287528,-281860,-257650,-233697,-193627,-145635,-122455,-99532,-76868,-65430,-73452,-84612,-31717,1369,22488,39748,104799,144596,127412,117887,122073,153521,223124,241926,237127,250060,304631,322402,339916,337461,328090,342118,370965,368054,433799,449510,464963,436305,497779,510388,480944,496786,547251,601802,615268,628403,682744,660745,662777,637815,685568,697158,694276,706446,703519,707675,717977,729194,748510,758039,729559,738573,747330,716768,775397,805867,783029,824164,817632,824586,831283,837722,857232,833493,858541,863950,837010,887766,921525
-454000,-429209,-374993,-350703,-363320,-387133,-384890,-369828,-366797,-344009,-356653,-334366,-269143,-286828,-265292,-293248,-303856,-283072,-262538,-208712,-197159,-206437,-211082,-143876,-124845,-106064,-52588,-25389,-7360,10419,16364,37961,54989,93997,110524,127599,141602,205976,221502,281468,296492,338844,353368,343122,325601,319071,332593,316283,329305,343321,355842,415767,435336,446408,457927,480290,491308,502076,555687,554818,564835,622176,653862,675058,676112,695745,729487,737751,727137,734900,742412,747083,754095,760856,718889,710462,716472,705301,661797,668695,640454,637193,641701
-502812,-476806,-468599,-487920,-433761,-400406,-377539,-308061,-324341,-302203,-267476,-215077,-193670,-126696,-105774,-79810,-63637,-51462,-31514,-4950,16170,18424,37399,27576,33986,33078,95174,115233,132748,150020,175293,160962,177505,193804,178875,182410,197979,213305,193165,250362,301926,316279,328368,302768,282520,315775,370728,430265,452646,465053,476200,504749,516426,527860,539050,518909,541911,553375,598678,630769,640500,649988,690608,699609,751909,752846,761117,769145,776929,784471,782238,827102,839296,808927,815252,795005,800844,807745,798310,774308,779174,750885,793353
-476387,-493974,-508201,-463819,-407371,-345799,-334051,-312092,-290368,-287180,-265929,-254581,-244949,-266318,-255163,-240467,-212897,-193299,-185289,-191378,-190462,-171808,-153390,-150438,-132492,-82136,-67177,-73488,-56487,-4696,7021,23314,39370,33695,85663,75625,90737,130401,145041,197877,169103,183035,197367,210826,224049,217654,230405,257106,251587,245555,217149,228719,240053,251151,299042,338634,359402,391325,401242,427796,452235,461444,504762,513499,546068,554332,562361,604013,611569,627317,601321,652035,658647,674288,705184,744927,740826,779270,746960,729777,733115,707789,712039
-507282,-506015,-481670,-488943,-466961,-445208,-424585,-365769,-324582,-299750,-270213,-228983,-208833,-213038,-159516,-181074,-141127,-100356,-63739,-63365,-55140,-45230,2659,28180,45582,66226,83171,124908,104573,151237,167266,183066,157893,173235,188348,229891,250280,294183,330451,361733,416543,430053,466688,481524,487327,460244,475193,489510,517124,526903,500722,511943,522934,533696,574780,581675,561129,570975,611325,652231,640326,667449,656465,670921,682504,660087,667873,675429,682757,705617,712486,719127,716556,722738,728692,745920,750458,715561,717019,685543,696279,700630,712937
-515174,-493212,-498203,-483608,-462311,-441236,-433440,-412809,-367979,-347792,-298119,-311375,-283859,-229863,-192323,-137851,-111230,-103980,-85789,-37402,7236,11202,28506,45587,62447,77765,130460,136378,152350,126195,143656,158963,174048,175592,234299,267372,281570,285567,284498,298030,318192,331281,344148,356793,357024,368829,384207,430712,452021,459717,454277,474988,455593,466019,509833,519816,489653,484846,494163,478801,483929,492580,536141,573155,581141,588905,609698,607134,579090,585967,626807,626604,632815,660791,691017,696563,701887,682619,666310,659000,622252,626467,661810
-467827,-446714,-430782,-442813,-403919,-388962,-372961,-353126,-333506,-314098,-262964,-214796,-161673,-119508,-133266,-136553,-118639,-127978,-95994,-111280,-94218,-100640,-59436,-75361,-62743,-46748,-30966,-4266,8168,23310,38239,84373,66421,64599,86126,140779,154429,204878,258909,271919,248570,220273,273828,317648,325050,306825,329610,340913,380097,390974,417578,470106,521531,559866,591391,634812,670743,695849,704806,706675,734496,742813,715615,692714,700392,707856,715107,732535,726046,724767,699521,714182,728518,714783,760761,749670,767371,807859,798369,821685,796262,764819,809189
-471693,-461326,-408148,-396686,-387262,-381100,-392157,-370279,-351447,-343355,-347691,-343352,-318796,-331904,-302376,-284976,-294992,-278002,-291967,-258195,-224085,-213227,-207500,-223282,-207725,-192373,-177225,-162282,-147544,-160810,-116876,-64615,-78649,-64934,-51424,-52886,-39785,-26889,-52480,-78441,-31736,-19658,-34106,-61348,-49520,-65005,-78361,-67512,-80639,-31846,-21611,-48334,-60184,-52854,-43438,-23567,-14560,-5758,-8432,-39,13874,-7368,-20213,-12324,21245,28410,12344,21656,-10659,26341,50152,84961,90693,96220,78830,83947,88860,71144,48273,52571,56665,60554,64239
-480387,-473506,-415380,-419470,-425959,-427391,-408955,-390716,-382039,-364192,-346541,-331441,-329864,-313230,-261610,-265037,-268931,-276072,-264347,-248461,-265748,-250254,-227031,-196318,-205706,-158845,-144331,-130014,-93791,-95160,-80633,-88501,-52175,-74526,-56309,-7756,10419,57446,69605,84514,123262,103588,79901,91080,102594,113381,123972,134366,164977,200142,237928,247538,283430,280108,289130,297955,314262,349024,357261,355518,392335,374665,382118,381375,392841,423398,397103,437349,443625,427409,433293,433919,407732,413027,387452,380025,379236,409838,414153,418272,422194,425921,443120
-481245,-434698,-444795,-426602,-384978,-334805,-299015,-254017,-232624,-215557,-177948,-161256,-144751,-128433,-97779,-63274,-47520,-58116,-18224,-32503,-971,13846,-892,-14682,-428,13639,27518,20346,50260,33237,46366,59307,35233,50476,62854,75045,117816,163687,208200,217180,259919,237154,248032,264863,279483,289798,277326,293490,303243,293260,324804,333995,327547,373848,382475,422357,393946,370991,386902,425484,432986,420184,408632,434783,474101,480665,487042,493231,499233,505047,507445,502915,500791,505855,510732,516679,554206,533650,553515,557453,556040,591151,558492
-513112,-522566,-509078,-491716,-457615,-419410,-402586,-385940,-374641,-358353,-313743,-318331,-328960,-322284,-306891,-289402,-245476,-234732,-210420,-195922,-181603,-167464,-153503,-107477,-93875,-94405,-81160,-68094,-55207,-42500,-39828,-40669,-34627,-22635,19413,31047,58525,90006,101103,127053,124431,134991,124678,111580,121603,131448,157420,159689,140604,149732,159306,168076,176667,159876,202610,212911,212775,246962,224240,230145,266130,289335,325247,331870,340048,346312,352398,347251,363358,335480,307224,281069,317630,322463,322888,301313,312946,317062,327575,345498,349077,374244,377465
