1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
-4760936,-4542108,-4282563,-4075674,-3838375,-3606234,-3379252,-3162885,-2956601,-2722927,-2516580,-2335532,-2139502,-1937041,-1718661,-1538107,-1362712,-1161685,-1027308,-867389,-712629,-598302,-451713,-333040,-185638,-56671,91448,212206,322248,460293,592878,717979,810835,905555,964882,1035116,1107337,1201080,1262984,1299449,1341858,1379105,1441544,1477655,1488843,1514636,1501525,1500184,1475042,1480126,1480126,1474967,1464650,1453077,1423445,1418116,1364644,1328533,1290872,1223016,1171429,1090291,1016599,931674,859452,782072,697565,594484,505785,427539,328696,220364,106873,-29350,-155283,-284250,-418375,-557660,-702103,-824747,-946964,-1074053,-1216301
-4718752,-4480729,-4252693,-4030760,-3804335,-3564726,-3320145,-3081121,-2879387,-2683334,-2460987,-2244199,-2032969,-1800207,-1600094,-1405541,-1197486,-983936,-821782,-617651,-419169,-234199,-78556,74010,183590,344322,484277,612126,734417,812069,923243,1007659,1137012,1239985,1328924,1402557,1456608,1557056,1594906,1659256,1714843,1739289,1779999,1787381,1850688,1914346,1936581,1953257,1987501,1991205,1991205,1957350,1946177,1893598,1895920,1872885,1839533,1830745,1794889,1706104,1634705,1586119,1542959,1470696,1399774,1280131,1207047,1121878,1021498,915883,804709,701450,570433,460461,331567,176813,30237,-119847,-242156,-403358,-600184,-811182,-1012374
-4729109,-4440809,-4193580,-3913522,-3639423,-3378680,-3116498,-2860275,-2610011,-2343295,-2104947,-1894917,-1668487,-1407584,-1193071,-973092,-770497,-573861,-402549,-202422,-33298,131276,298119,459003,614911,736841,897946,1034996,1166087,1291219,1396871,1471411,1562910,1664207,1769242,1895044,2011943,2109226,2215636,2296937,2356524,2426432,2458556,2495729,2495178,2531949,2527565,2545441,2523958,2529917,2566584,2560625,2548708,2564315,2540480,2525115,2489363,2475699,2428029,2363775,2298065,2232520,2149035,2049930,1966509,1877129,1781790,1711537,1572392,1481358,1327666,1232786,1101695,943314,800306,651339,478194,317309,150466,-37887,-216439,-401158,-571461
-4576585,-4169718,-3716645,-3326385,-2910234,-2515995,-2119268,-1765262,-1416518,-1094985,-736650,-441164,-174783,139009,437932,728552,1010868,1284881,1550590,1856082,2158484,2399283,2631779,2865148,3062021,3269606,3468888,3663716,3883993,4023715,4201976,4382361,4479796,4641792,4749355,4886163,4982703,5110469,5210110,5301448,5401912,5435835,5477891,5577105,5638436,5679954,5695700,5718090,5734697,5801073,5751305,5743002,5774505,5748598,5739448,5717096,5667275,5551179,5454033,5430347,5347312,5255975,5156334,5035234,4956789,4832238,4699383,4570048,4468550,4326208,4160139,3947227,3737173,3577363,3380390,3179517,2950952,2675523,2443027,2212868,1925295,1619787,1306837
-4583326,-4196495,-3745345,-3369635,-2910026,-2574928,-2191978,-1817731,-1434849,-1124292,-776155,-455678,-95470,167863,469677,780299,1076215,1363428,1667767,1937573,2198675,2451074,2694770,2985528,3211816,3466489,3635771,3838436,3987017,4169789,4343857,4451147,4550232,4698190,4837445,4982729,5104577,5233771,5279848,5436401,5497984,5576315,5645942,5733745,5803337,5904926,5939739,5965850,5972118,5988705,6000396,5976475,5997049,5970939,5941930,5870675,5853527,5792603,5722976,5666240,5590700,5508958,5456862,5343717,5259390,5141594,4954205,4835371,4640209,4528093,4308499,4065467,3873992,3697698,3532768,3315183,3146882,2961458,2741499,2489100,2223907,2011607,1791083
-4588829,-4172858,-3799605,-3449630,-3074648,-2729063,-2318634,-1963104,-1656644,-1366918,-988058,-668506,-338637,-61112,252502,572697,796955,1035122,1297508,1551695,1760669,1957841,2146459,2367848,2581037,2767410,2974260,3113561,3293951,3466142,3679868,3802593,3996585,4135977,4221837,4344830,4459624,4576271,4621847,4708088,4842392,4916188,4923394,4948804,5026805,5097616,5184505,5209103,5257482,5265681,5265681,5242652,5188224,5213500,5180702,5159840,5110529,5053132,4987535,4913739,4831744,4768852,4621091,4521089,4447733,4283915,4180493,4040733,3893140,3771713,3650652,3500668,3320277,3145483,2948694,2743704,2530516,2270039,2034804,1766990,1509058,1254800,951736
-4529214,-4127440,-3708535,-3298358,-2943613,-2550890,-2168920,-1793651,-1427110,-1120578,-771491,-487093,-155460,139608,471672,777123,1077465,1372470,1695342,1965884,2282856,2535945,2739357,2962981,3189887,3469284,3722389,3923114,4173209,4360960,4570685,4736502,4893591,5074535,5225422,5348295,5470476,5567257,5634183,5759370,5788260,5876479,5925552,5986643,6039006,6024644,6101049,6165078,6182532,6177137,6177137,6229332,6211878,6198844,6163935,6120299,6057907,5996817,5916822,5786348,5699076,5624848,5560239,5446786,5372480,5185170,5045535,4952092,4804406,4638590,4456582,4310506,4155127,3982292,3779035,3617632,3425891,3166769,2922408,2626211,2364396,2086722,1807452
-4607541,-4134452,-3655511,-3226534,-2760419,-2388040,-1925770,-1486442,-1103101,-735663,-323142,32818,407791,701655,1007405,1355730,1666054,1905307,2197376,2499114,2796392,3061080,3309760,3590268,3827575,4108859,4327912,4485526,4686324,4941403,5123946,5353733,5518022,5673184,5819219,5956127,6067871,6227819,6298909,6425232,6516504,6598648,6642394,6737491,6857324,6953737,6977045,7056990,7075244,7048166,7103865,7086124,7031345,7003964,6956270,6910634,6803998,6784854,6689700,6583762,6492490,6358331,6248804,6136975,6021615,5949725,5787982,5669307,5449394,5242666,5100868,4869160,4664050,4454125,4239021,3986123,3708996,3462562,3207001,2984016,2763825,2480883,2185876
-4565182,-4049191,-3591886,-3144109,-2739976,-2311253,-1892057,-1512238,-1112097,-718327,-337240,24419,351710,648977,973837,1307288,1575189,1920574,2188205,2462541,2780007,3105977,3432483,3689717,3937423,4152571,4395933,4642138,4824864,5029408,5210018,5391035,5562524,5677258,5829693,5972778,6106158,6181682,6296008,6465694,6623718,6704755,6780972,6781929,6839092,6851073,6890557,6920133,6906439,6915966,6915966,6906439,6887385,6857715,6807755,6754953,6672289,6635694,6545402,6459658,6407424,6306615,6192289,6003058,5818102,5625942,5457494,5286905,5173915,4983558,4726892,4461595,4251997,4064637,3835984,3620043,3362159,3148165,2894880,2618592,2332777,2035264,1668705
-4515432,-3984081,-3507576,-3040999,-2584349,-2161387,-1775756,-1348887,-866663,-492324,-95237,360574,737807,1096435,1440393,1722482,2060006,2387603,2737887,3005914,3245965,3567293,3845254,4071300,4329407,4636256,4896671,5115791,5383104,5539081,5787997,6034867,6192690,6328137,6529227,6663675,6813852,6942905,7062031,7213515,7312786,7402131,7481548,7543106,7659378,7695623,7735332,7721884,7724502,7684929,7684929,7628058,7573267,7543486,7503777,7515220,7520706,7489587,7410170,7317955,7213895,7162140,7043014,6897602,6775206,6626298,6409157,6240395,6061706,5873090,5674546,5503048,5306311,5110725,4943041,4694861,4417838,4166465,3897824,3609936,3291428,2999576,2690687
-4412481,-3836713,-3322006,-2746311,-2205793,-1677026,-1122433,-614354,-42038,439728,876662,1340087,1825589,2199826,2626587,3037850,3437363,3825125,4201137,4605919,4958430,5229251,5558262,5923761,6201651,6508881,6790890,7133545,7425403,7744892,8062432,8340070,8473712,8748308,8904603,9080858,9249308,9402063,9562159,9609607,9769481,9803180,9879512,9897390,10047324,10137840,10197983,10262686,10345647,10385738,10450545,10466137,10442637,10473579,10426577,10385185,10291390,10174010,10059128,9952320,9834816,9657660,9586206,9433012,9268507,9048650,8820198,8691424,8479917,8288834,7989398,7799290,7482557,7212298,6930289,6636530,6376131,6130355,5801344,5509220,5156709,4744569,4368557
