,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
26,617380,1181879,1730651,2256595,2825080,3330007,3882995,4363275,4890007,5414206,5900019,6344192,6801249,7251164,7650757,8096366,8481417,8896734,9292247,9643752,9967805,10289755,10605619,10948967,11291829,11600925,11898566,12207056,12489944,12720945,12969552,13177214,13442551,13694226,13894337,14097017,14251720,14453423,14612113,14795704,14932721,15062253,15172011,15287884,15413915,15482046,15571444,15668393,15698470,15701570,15720187,15706489,15673900,15706606,15698670,15682278,15624755,15600866,15543222,15488029,15431996,15303839,15168361,15085943,14996042,14856598,14729102,14559602,14403650,14198378,14037647,13801934,13601942,13378801,13137041,12910252,12675446,12401312,12122607,11862222,11559402,11280133,10933170
27,560621,1162657,1684862,2241965,2770970,3308735,3795298,4312746,4793120,5235700,5691984,6150363,6571614,6983170,7437338,7818543,8225124,8634078,8994649,9374496,9745067,10091415,10451715,10742203,11034157,11340786,11663257,11919151,12154681,12402935,12616879,12819793,13068079,13291694,13501309,13702790,13907077,14055307,14205665,14332619,14437530,14540473,14634293,14740265,14861202,14952660,14989421,15069228,15120510,15178796,15217064,15263368,15287608,15294742,15274901,15224852,15149085,15099755,15038195,15003269,14935174,14873353,14764424,14644612,14534433,14384435,14202469,14058769,13913989,13708974,13534782,13334773,13145026,12928621,12694311,12408955,12145210,11890996,11576470,11264000,10962542,10624923,10268583
28,559092,1094878,1661667,2179395,2680465,3226154,3749708,4262422,4720535,5229983,5684837,6167171,6636691,7088873,7531904,7935770,8352076,8700099,9046838,9446131,9801742,10142746,10509267,10827142,11130148,11413800,11720888,12021347,12283133,12501636,12747663,13008333,13204400,13442189,13678099,13879101,14063837,14267147,14453898,14594471,14727964,14821759,14936640,15045079,15162817,15281672,15348301,15425899,15488061,15488239,15544607,15543555,15552962,15513780,15465235,15413597,15367211,15330930,15308675,15208408,15147098,15046874,14967519,14879743,14727460,14563799,14447480,14302350,14122371,13913745,13753112,13557102,13313262,13066928,12847187,12570434,12291533,11998296,11706154,11415483,11096499,10753469,10462626
29,587407,1162974,1679160,2175566,2666910,3173296,3676019,4166914,4618533,5084272,5548648,6017537,6440877,6867967,7314861,7684991,8070391,8457670,8828782,9179952,9556951,9931739,10231250,10515417,10829357,11095742,11348093,11612474,11906246,12139573,12392289,12594019,12802692,13041469,13226140,13441273,13584454,13740086,13867619,13981224,14121476,14262276,14369802,14501529,14603077,14671867,14764405,14847939,14930640,14964550,15028650,15060495,15071729,15092727,15069958,15047561,15011842,14926236,14837429,14747798,14654541,14563049,14476393,14378723,14255141,14124527,14008568,13867947,13738148,13591211,13371122,13208901,12976840,12750044,12552842,12298015,12056905,11787162,11482544,11166900,10871195,10543191,10244225
30,559703,1086865,1626762,2181750,2673006,3191204,3657307,4117554,4569905,5015590,5501893,5959535,6424346,6875363,7270089,7660569,8020406,8395570,8732916,9120925,9446493,9812118,10161946,10481161,10776062,11092421,11360298,11602129,11845793,12080515,12344796,12611010,12798499,13027943,13249152,13450629,13658848,13840397,14007217,14165273,14297422,14399655,14491582,14578363,14692690,14756351,14823291,14851902,14906197,14940312,14953762,14961609,14935402,14925598,14899985,14838894,14785333,14703209,14652337,14564427,14469229,14403341,14266934,14119444,14006731,13907816,13744597,13596251,13396474,13252749,13041335,12837882,12590747,12407512,12156393,11886574,11608704,11353549,11048838,10727802,10404451,10110323,9810320
31,589577,1149032,1710660,2238283,2781238,3325105,3837560,4331947,4808250,5305000,5731532,6142875,6593273,7017058,7424359,7862501,8256590,8665662,9050924,9392122,9704757,10012561,10335731,10665825,10984019,11269346,11519991,11791272,12041246,12321697,12530708,12732053,12916859,13105176,13272484,13494403,13653800,13785121,13911550,14025667,14161210,14253545,14388427,14498927,14611031,14658638,14730889,14811976,14860457,14866605,14906503,14911582,14900345,14864759,14846774,14829211,14817383,14761304,14681906,14599763,14519083,14439405,14312449,14194862,14045000,13895422,13728054,13577774,13390033,13198599,13003112,12818651,12613515,12369198,12121654,11887205,11614890,11323472,11049133,10755991,10465226,10168073,9842271
32,529011,1088118,1606188,2165198,2645666,3128571,3653018,4149314,4647764,5135717,5552507,5984682,6451867,6858677,7280401,7666211,8035943,8431962,8790466,9135399,9518598,9826436,10114977,10410378,10697985,11003133,11265463,11529386,11810875,12084042,12354120,12592232,12787644,12978174,13192095,13366113,13507144,13678107,13830408,13981499,14079702,14198511,14289252,14377629,14443071,14530665,14613914,14664776,14747215,14809584,14808690,14823648,14816576,14794580,14757337,14758425,14700152,14659082,14620266,14514576,14408789,14336257,14234219,14151205,13992976,13851922,13694523,13534769,13348982,13182178,13000253,12771116,12595701,12394089,12178784,11945448,11673515,11391215,11105388,10843919,10540827,10264644,9974659
33,584291,1142903,1670419,2176672,2704194,3213385,3726744,4231299,4708612,5147126,5631664,6047426,6475708,6863007,7263806,7655607,8020577,8367109,8727620,9058907,9391261,9712990,10057581,10339388,10648856,10930240,11209308,11465357,11714795,11940420,12193431,12387029,12608124,12790467,13020343,13219855,13404368,13548506,13697356,13850974,13957841,14093430,14219545,14298393,14406487,14487995,14568479,14650715,14723840,14725567,14726665,14756586,14765279,14727254,14694303,14649439,14580005,14511377,14449931,14389591,14274824,14219556,14087572,13960934,13854932,13710683,13577432,13415000,13266104,13120089,12902368,12670544,12494814,12246465,12054789,11828329,11555731,11310095,11035707,10776936,10500582,10191747,9910393
34,548932,1110297,1642385,2165334,2692400,3227772,3729350,4177586,4681630,5112083,5529224,5939799,6349501,6766692,7144325,7535751,7886092,8257617,8619699,8965790,9285944,9634485,9919551,10209913,10478818,10766679,11067645,11339222,11617070,11877975,12086473,12292156,12514894,12737748,12919966,13119085,13263866,13443353,13601951,13772923,13902927,14021238,14160391,14279374,14338253,14432663,14471891,14503217,14555442,14569275,14578967,14573209,14612890,14582636,14593607,14599611,14530948,14469136,14421279,14365189,14294057,14180717,14048893,13926993,13827097,13693315,13566957,13418735,13234748,13054799,12847623,12659361,12439022,12204164,11953505,11744667,11464428,11208679,10922865,10628888,10337700,10036615,9726523
35,556322,1057749,1606946,2123089,2594345,3058426,3520884,3991446,4452647,4934999,5360128,5761737,6195859,6601799,6970186,7359696,7708235,8111990,8491417,8830464,9171032,9481302,9823632,10141356,10417403,10702582,10964753,11260900,11505721,11723312,11941681,12156557,12337146,12528303,12733481,12907452,13051485,13240476,13383997,13495999,13601859,13751875,13860189,13927023,14014222,14072998,14163742,14256428,14285341,14288190,14315243,14307018,14338247,14365075,14370149,14370439,14321244,14271644,14181812,14114510,14014682,13896587,13811347,13682341,13597831,13487303,13336287,13160854,12972862,12808359,12602682,12383227,12168050,11967427,11727830,11504451,11231938,11006379,10719263,10423275,10131353,9801944,9503450
36,513312,1061849,1561200,2104526,2606978,3120808,3593146,4043121,4506176,4970949,5428496,5872641,6316594,6747726,7110305,7475199,7816702,8212157,8581983,8913932,9213625,9512161,9850104,10142606,10409604,10719160,11017100,11249001,11510390,11722752,11921056,12110680,12306168,12500339,12672682,12826593,12971780,13135934,13309007,13453071,13577654,13666588,13754409,13866608,13980921,14073964,14114072,14200334,14277158,14287215,14341199,14329116,14348616,14354816,14320917,14296405,14256304,14237468,14189469,14114776,14030915,13919644,13853899,13715806,13568159,13469502,13359461,13237908,13101417,12965049,12800913,12621761,12388525,12180666,11977689,11734033,11459954,11242271,10966282,10667818,10359155,10044291,9755206
37,511547,1049642,1546417,2042921,2510895,3028113,3525541,3959416,4401512,4838103,5243515,5691516,6087814,6503634,6906447,7278067,7634830,8018112,8385010,8745172,9100010,9390816,9675306,9965261,10220371,10497601,10742708,11035025,11291627,11525848,11728438,11918322,12095382,12265607,12462297,12658116,12842160,13029503,13177168,13312347,13467862,13596216,13696753,13822294,13919728,14012934,14065207,14131800,14172563,14243491,14265904,14246726,14241831,14256444,14231856,14188184,14121385,14081312,14004499,13942740,13858217,13744568,13634422,13538978,13448831,13323671,13156835,12988242,12819069,12619909,12424416,12221986,12038907,11849890,11656627,11402559,11188377,10935202,10694097,10428643,10132999,9832319,9535074
38,499773,1032549,1565551,2097830,2604956,3094609,3539427,4027974,4468030,4893396,5317497,5713330,6148273,6567593,6925255,7321652,7684986,8060629,8403088,8753342,9102694,9417806,9705534,10028589,10315884,10567222,10866841,11114792,11385575,11627276,11871855,12085278,12295425,12468746,12662866,12842924,13040987,13206568,13379268,13514698,13640839,13789945,13893705,13976738,14046377,14148661,14198289,14233180,14287637,14299880,14312805,14336046,14337978,14312856,14280059,14261504,14204940,14168691,14138431,14082288,13982161,13893981,13824100,13734363,13628328,13471454,13323299,13185493,12994538,12820310,12649091,12435067,12258568,12046197,11816982,11577188,11364296,11106274,10814798,10537220,10292240,10029632,9724044
39,553947,1090926,1585536,2104744,2621472,3105749,3593201,4024144,4494350,4959367,5396825,5826412,6225359,6616400,6992681,7393068,7759883,8124041,8477235,8795541,9097838,9402892,9726191,10011405,10305451,10547473,10805248,11085536,11352903,11591800,11827794,12030334,12251715,12426088,12586318,12778773,12945408,13069850,13247824,13357363,13497968,13624925,13722006,13824224,13910221,13969680,14059875,14090674,14123522,14134544,14128837,14175130,14166337,14162037,14131869,14107419,14052657,14019460,13941123,13869358,13782587,13703607,13594609,13496578,13377245,13284372,13137121,12957752,12832708,12689019,12517834,12341243,12122574,11942336,11752491,11498502,11277235,11052482,10807950,10557018,10251361,9937115,9621277
40,525863,1061409,1570313,2067525,2556526,3056264,3533811,3963698,4379107,4831758,5255215,5652125,6030514,6418955,6818134,7219474,7602497,7981947,8354960,8679754,8975608,9265983,9576782,9835972,10099481,10388318,10646998,10865330,11088521,11311076,11552701,11791145,11980816,12157001,12348456,12512071,12696235,12881564,12990568,13098692,13205618,13337485,13447180,13540006,13629206,13709713,13784409,13848065,13910233,13967929,13990014,14010273,14024945,14000486,13980495,13957947,13893457,13845659,13809231,13724399,13663905,13583878,13510792,13425528,13282758,13193294,13067806,12914848,12759443,12609902,12415661,12210779,12016564,11847734,11616486,11359904,11144925,10937367,10670451,10430094,10162971,9900017,9575428
41,537657,1030612,1506889,1976314,2452149,2904227,3354235,3784346,4226853,4645112,5050880,5452626,5873515,6277987,6644822,7044946,7436794,7765445,8080342,8376845,8722689,9030890,9360109,9658034,9907572,10158515,10395127,10666997,10890546,11102780,11296385,11542460,11749241,11929385,12092695,12298012,12480367,12626194,12780547,12914973,13056648,13163091,13254337,13347637,13399556,13463815,13534002,13589355,13622515,13682810,13727071,13747098,13766905,13787840,13770772,13743427,13704692,13646358,13603350,13522559,13428155,13355123,13280530,13199872,13096795,12978399,12844805,12726059,12540512,12402315,12222801,12054099,11831651,11596634,11371526,11148437,10928720,10707820,10447027,10173270,9934764,9665628,9402769
