,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00
51.00,"2,055,832.52","3,837,380.03","5,236,154.02","6,331,427.11","7,169,524.05","7,816,702.69","8,243,702.16","8,397,865.84","8,309,143.21","7,891,301.58","7,346,548.35","7,320,179.29"
52.00,"2,020,846.85","3,604,827.72","5,174,550.28","6,477,958.45","7,421,201.48","8,203,544.86","8,650,811.91","8,721,810.32","8,718,676.60","8,417,141.42","7,662,554.98","7,636,307.77"
53.00,"1,831,988.61","3,576,852.53","5,082,096.40","6,183,839.95","7,005,520.59","7,634,949.04","7,921,363.90","8,117,775.96","8,027,207.84","7,755,881.77","7,140,412.23","7,114,685.24"
54.00,"1,779,469.63","3,484,957.99","4,824,296.57","5,870,689.44","6,782,879.14","7,281,855.18","7,562,425.60","7,582,174.12","7,511,018.41","7,051,174.03","6,310,926.71","6,286,001.69"
55.00,"1,737,733.77","3,366,575.76","4,643,580.88","5,748,731.84","6,515,434.58","7,100,779.02","7,533,957.04","7,712,158.54","7,644,021.57","7,361,271.70","6,880,316.69","6,856,382.37"
56.00,"1,746,673.16","3,340,694.83","4,721,549.71","5,671,553.21","6,490,524.72","7,124,778.56","7,417,194.15","7,506,056.78","7,384,217.93","6,936,773.62","6,263,048.41","6,239,360.21"
57.00,"1,803,782.15","3,429,553.35","4,636,250.86","5,750,473.71","6,600,138.72","7,108,696.46","7,567,335.10","7,618,967.38","7,418,664.14","6,995,933.69","6,386,162.31","6,362,532.31"
58.00,"1,808,245.22","3,356,877.91","4,640,451.67","5,588,204.49","6,423,895.40","6,976,500.62","7,328,547.45","7,496,215.44","7,450,503.70","7,211,005.19","6,530,030.13","6,506,934.21"
59.00,"1,712,322.66","3,157,699.98","4,423,786.34","5,471,959.55","6,324,214.65","6,973,355.98","7,428,627.37","7,528,370.65","7,312,562.34","7,079,806.30","6,398,078.84","6,374,999.11"
60.00,"1,691,928.85","3,146,396.08","4,447,658.56","5,400,809.95","6,173,851.19","6,766,584.33","7,188,297.33","7,225,081.84","7,072,407.65","6,640,887.48","6,033,662.60","6,010,737.54"
61.00,"1,669,049.97","3,150,716.71","4,372,060.49","5,375,054.25","6,238,397.53","6,764,226.92","7,185,602.32","7,308,156.20","7,151,440.35","6,772,918.05","6,285,152.76","6,262,489.13"
62.00,"1,687,736.90","3,111,081.38","4,271,161.55","5,244,758.84","6,069,203.98","6,608,796.89","7,033,762.62","7,106,036.65","6,924,986.78","6,573,455.65","6,070,954.64","6,048,607.70"
63.00,"1,583,989.98","2,958,163.60","4,278,957.18","5,258,095.43","6,112,602.83","6,572,067.75","7,009,210.61","7,057,869.50","6,978,294.07","6,668,830.73","6,161,183.40","6,139,043.01"
64.00,"1,651,237.63","3,084,242.14","4,239,993.62","5,311,224.60","6,065,100.67","6,686,056.55","6,982,387.27","7,079,160.46","7,008,838.91","6,691,351.33","6,130,149.99","6,108,360.00"
65.00,"1,677,205.62","2,996,075.79","4,141,445.73","5,075,371.16","5,752,266.83","6,299,965.70","6,702,160.30","6,868,191.43","6,659,937.39","6,377,416.11","5,898,973.08","5,877,962.81"
66.00,"1,565,411.53","2,954,629.65","4,009,324.16","4,928,589.00","5,733,293.69","6,337,349.54","6,677,565.84","6,865,869.88","6,743,880.96","6,454,337.64","6,029,523.64","6,008,629.47"
67.00,"1,517,812.87","2,947,393.09","4,018,534.41","4,860,211.05","5,639,064.50","6,162,408.10","6,473,608.18","6,636,016.05","6,461,856.93","6,177,267.35","5,643,269.81","5,622,637.14"
68.00,"1,446,282.52","2,815,064.05","3,946,008.72","4,849,598.50","5,582,359.83","6,029,694.54","6,353,437.74","6,482,671.54","6,316,676.26","5,972,397.10","5,453,181.98","5,433,482.66"
69.00,"1,378,181.03","2,561,654.02","3,669,875.77","4,524,847.63","5,142,909.66","5,638,762.17","5,868,028.73","5,964,401.85","5,959,012.09","5,658,865.66","5,206,594.33","5,187,566.08"
