,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00,13.00,14.00,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,25.00,26.00,27.00,28.00,29.00,30.00,31.00,32.00,33.00,34.00,35.00,36.00,37.00,38.00,39.00,40.00,41.00,42.00,43.00,44.00,45.00,46.00,47.00,48.00,49.00,50.00,51.00,52.00,53.00,54.00,55.00,56.00,57.00,58.00,59.00,60.00,61.00,62.00,63.00,64.00,65.00,66.00,67.00,68.00,69.00,70.00,71.00,72.00,73.00,74.00,75.00,76.00,77.00,78.00,79.00,80.00,81.00,82.00,83.00
10.00,"375,692.89","716,080.01","1,069,946.95","1,412,355.17","1,739,763.99","2,054,731.65","2,383,372.12","2,678,654.75","2,979,545.62","3,282,093.76","3,587,996.59","3,860,817.11","4,150,712.80","4,449,228.24","4,699,020.40","4,984,492.17","5,255,255.92","5,484,868.84","5,737,504.36","5,976,225.94","6,223,224.81","6,442,936.02","6,668,521.33","6,872,728.23","7,094,866.45","7,274,667.00","7,436,993.53","7,603,952.86","7,754,910.60","7,941,549.65","8,079,946.33","8,246,049.26","8,397,968.93","8,538,485.70","8,663,487.34","8,788,235.16","8,914,834.76","9,041,611.83","9,143,279.60","9,222,668.16","9,311,231.16","9,374,933.39","9,436,072.45","9,514,635.27","9,565,294.69","9,605,316.62","9,667,189.11","9,694,189.41","9,737,983.29","9,773,192.60","9,767,702.52","9,781,588.65","9,797,629.52","9,778,633.77","9,765,804.45","9,769,724.50","9,734,824.44","9,703,000.96","9,682,974.40","9,614,545.02","9,554,836.69","9,507,140.98","9,443,203.33","9,350,500.39","9,268,661.81","9,160,500.03","9,078,964.52","8,966,058.15","8,845,194.80","8,747,645.65","8,648,404.81","8,501,975.29","8,358,947.18","8,216,480.86","8,063,823.25","7,922,310.99","7,742,139.66","7,580,623.43","7,403,826.30","7,232,840.84","7,057,334.19","6,878,824.83","6,663,454.60"
11.00,"397,589.97","775,247.75","1,185,837.29","1,548,862.71","1,941,104.07","2,280,613.06","2,632,669.21","2,957,267.80","3,278,602.50","3,623,379.06","3,959,085.34","4,252,679.60","4,553,964.57","4,848,742.49","5,162,711.51","5,462,015.79","5,760,525.36","6,024,145.65","6,274,236.20","6,503,920.86","6,767,568.15","7,001,293.89","7,236,801.47","7,456,270.45","7,686,488.10","7,908,801.44","8,106,575.29","8,300,824.40","8,498,806.32","8,697,760.58","8,847,066.67","9,020,363.77","9,152,172.37","9,305,170.14","9,428,991.90","9,541,451.38","9,647,077.55","9,780,783.62","9,888,909.63","9,988,073.78","10,085,293.73","10,175,884.18","10,239,441.92","10,317,928.81","10,385,706.87","10,433,097.83","10,476,682.50","10,538,861.63","10,583,473.73","10,616,563.84","10,639,838.23","10,628,667.60","10,647,926.94","10,664,389.11","10,633,829.92","10,605,919.58","10,592,981.14","10,547,701.80","10,499,109.57","10,452,881.17","10,395,086.86","10,330,996.59","10,248,475.04","10,141,486.75","10,066,611.47","9,960,484.02","9,851,668.48","9,764,290.29","9,668,837.87","9,529,376.54","9,393,748.07","9,253,107.31","9,117,126.84","8,954,083.50","8,784,069.57","8,621,600.23","8,431,611.13","8,238,501.16","8,052,683.98","7,838,765.44","7,614,054.97","7,389,443.20","7,181,139.31"
12.00,"417,509.22","840,501.84","1,267,718.77","1,653,877.83","2,052,046.91","2,450,010.87","2,801,219.09","3,192,773.90","3,551,102.68","3,876,670.73","4,204,935.20","4,554,395.76","4,882,756.09","5,209,863.15","5,504,198.83","5,781,974.42","6,066,540.07","6,373,789.15","6,679,507.30","6,932,046.19","7,223,808.11","7,454,931.97","7,727,025.41","7,977,586.24","8,203,719.91","8,444,076.61","8,635,299.10","8,842,900.07","9,037,288.82","9,251,264.58","9,406,908.49","9,556,732.75","9,727,019.81","9,867,143.92","10,011,566.91","10,167,449.36","10,323,244.31","10,472,336.95","10,605,817.32","10,716,388.77","10,818,187.68","10,935,953.35","11,040,736.76","11,100,668.50","11,184,882.85","11,218,687.94","11,284,520.52","11,343,187.93","11,366,165.10","11,416,418.62","11,461,131.41","11,489,447.86","11,504,404.13","11,527,889.45","11,526,815.08","11,498,147.00","11,457,664.91","11,434,876.67","11,387,581.77","11,323,682.13","11,240,449.42","11,151,854.17","11,073,455.33","10,977,407.01","10,892,937.45","10,810,132.47","10,721,722.67","10,603,879.40","10,450,675.14","10,333,143.85","10,209,185.07","10,032,170.92","9,901,235.46","9,759,005.60","9,556,917.84","9,380,513.93","9,193,583.63","8,968,949.68","8,754,010.43","8,564,956.30","8,364,874.12","8,142,724.29","7,878,232.51"
13.00,"476,747.03","902,297.43","1,351,833.30","1,762,526.34","2,202,446.89","2,597,335.53","3,025,934.79","3,412,870.66","3,812,403.91","4,214,430.47","4,601,000.38","4,984,389.45","5,355,830.06","5,715,537.21","6,077,493.01","6,405,087.76","6,710,674.92","7,033,294.07","7,327,784.05","7,597,616.54","7,885,372.13","8,142,901.93","8,423,008.15","8,670,469.52","8,900,252.15","9,123,223.29","9,347,872.03","9,543,178.30","9,772,556.86","10,004,869.52","10,176,771.56","10,393,480.28","10,591,693.98","10,769,669.38","10,924,572.76","11,059,965.34","11,179,247.96","11,290,188.91","11,434,625.37","11,577,693.31","11,699,004.35","11,781,163.10","11,901,003.86","11,999,635.13","12,097,883.99","12,185,648.75","12,220,557.87","12,242,185.33","12,262,093.42","12,274,392.53","12,320,818.23","12,334,672.41","12,365,528.92","12,380,914.08","12,380,852.69","12,346,054.57","12,322,923.43","12,270,144.97","12,216,109.38","12,152,863.92","12,060,572.35","12,000,014.34","11,926,002.27","11,829,165.20","11,724,475.51","11,623,632.13","11,528,346.76","11,387,650.17","11,273,979.30","11,153,767.04","11,018,333.70","10,849,344.63","10,682,217.45","10,495,157.17","10,315,472.79","10,143,834.44","9,912,585.19","9,725,577.63","9,520,399.82","9,315,259.87","9,053,876.07","8,821,170.56","8,585,574.53"
14.00,"504,972.71","1,009,497.11","1,503,358.96","1,965,497.49","2,415,575.34","2,871,282.33","3,291,973.25","3,709,781.04","4,095,414.70","4,496,624.63","4,907,250.81","5,272,294.37","5,620,292.76","5,992,992.97","6,321,066.99","6,690,400.48","7,012,871.30","7,332,625.75","7,680,907.81","7,963,684.88","8,298,160.89","8,582,164.16","8,849,075.78","9,152,819.51","9,388,058.00","9,659,278.03","9,934,917.75","10,180,211.94","10,436,722.52","10,640,057.91","10,818,152.03","11,009,749.09","11,231,604.39","11,413,792.15","11,562,751.78","11,731,580.67","11,897,874.92","12,020,471.52","12,160,953.36","12,319,776.05","12,429,664.70","12,556,922.08","12,626,370.76","12,738,159.66","12,841,160.57","12,921,832.87","12,992,823.67","13,018,167.22","13,086,415.78","13,105,120.55","13,149,916.75","13,184,418.49","13,178,317.64","13,158,347.01","13,145,070.03","13,142,524.42","13,118,776.10","13,046,105.41","12,980,078.13","12,926,671.22","12,857,728.31","12,798,588.98","12,710,733.55","12,584,586.57","12,492,158.77","12,362,327.08","12,206,151.26","12,043,886.72","11,897,384.82","11,737,790.40","11,576,627.65","11,408,742.74","11,194,729.74","11,008,684.73","10,832,043.67","10,617,028.36","10,391,119.12","10,166,746.04","9,935,996.52","9,666,351.39","9,419,177.05","9,163,006.26","8,908,647.46"
15.00,"540,864.00","1,086,543.10","1,574,889.41","2,080,597.09","2,559,982.42","3,055,316.26","3,549,623.82","4,012,829.65","4,496,523.89","4,903,932.62","5,357,890.51","5,797,098.07","6,219,105.00","6,596,237.04","7,014,476.81","7,387,484.16","7,722,480.32","8,112,303.92","8,460,651.91","8,780,407.20","9,133,240.83","9,481,815.41","9,797,288.60","10,087,581.22","10,362,176.28","10,609,847.86","10,873,211.80","11,101,236.08","11,331,857.93","11,571,238.09","11,768,391.42","11,993,214.78","12,190,088.83","12,420,920.96","12,642,325.50","12,826,766.83","12,995,130.58","13,163,552.52","13,293,232.08","13,409,485.27","13,523,681.11","13,615,024.92","13,720,856.07","13,811,081.39","13,908,522.18","13,983,793.81","14,028,744.81","14,052,561.78","14,125,838.99","14,157,996.32","14,174,889.96","14,192,352.61","14,168,518.25","14,129,369.80","14,097,079.88","14,096,912.34","14,053,159.28","14,024,258.60","13,934,640.02","13,845,390.97","13,779,591.15","13,683,733.00","13,562,999.04","13,482,395.07","13,391,416.42","13,260,947.00","13,127,505.64","12,956,908.03","12,789,554.95","12,647,533.20","12,444,391.73","12,283,301.04","12,109,203.88","11,904,454.02","11,715,723.65","11,473,137.83","11,259,208.51","10,998,384.34","10,745,540.92","10,453,071.53","10,181,154.10","9,859,679.53","9,578,536.64"
16.00,"520,183.67","1,068,026.66","1,622,079.68","2,156,879.48","2,698,795.95","3,194,732.01","3,675,478.44","4,121,692.64","4,606,039.13","5,044,282.74","5,482,403.36","5,882,125.98","6,271,018.01","6,686,603.77","7,105,583.48","7,479,247.88","7,828,523.51","8,206,727.87","8,556,847.28","8,910,050.60","9,255,331.49","9,565,478.87","9,863,146.03","10,179,893.96","10,446,526.48","10,711,446.69","10,988,540.75","11,235,481.20","11,495,728.83","11,772,016.42","12,025,644.04","12,224,529.22","12,474,400.01","12,708,102.06","12,866,425.56","13,070,318.91","13,250,187.71","13,395,294.67","13,555,209.76","13,697,183.96","13,793,118.17","13,937,265.82","14,038,805.06","14,135,164.64","14,201,310.14","14,256,644.42","14,325,726.69","14,389,388.38","14,465,947.06","14,483,262.95","14,521,703.73","14,524,930.07","14,515,433.40","14,523,849.35","14,509,331.94","14,494,248.58","14,445,485.25","14,418,767.60","14,373,383.72","14,318,116.40","14,214,719.89","14,099,939.63","13,991,696.01","13,858,280.31","13,718,925.54","13,562,305.01","13,437,719.16","13,278,147.10","13,149,450.78","12,965,114.33","12,769,533.80","12,553,208.00","12,365,955.34","12,184,121.68","11,941,089.41","11,718,995.06","11,481,981.62","11,197,363.74","10,922,124.32","10,652,881.10","10,330,066.88","10,042,921.92","9,711,836.42"
17.00,"587,953.96","1,113,820.26","1,700,408.24","2,224,361.47","2,740,742.54","3,246,160.77","3,723,578.38","4,193,653.86","4,690,472.08","5,159,707.56","5,605,111.16","6,090,946.92","6,527,815.60","6,949,492.64","7,356,340.70","7,774,934.30","8,158,152.08","8,553,498.61","8,901,891.01","9,250,554.30","9,624,067.27","10,003,359.06","10,312,936.43","10,635,336.44","10,917,792.57","11,239,712.00","11,513,525.74","11,794,488.88","12,025,785.50","12,315,373.90","12,531,600.95","12,732,189.86","12,954,941.72","13,133,485.96","13,317,323.44","13,528,286.96","13,672,945.08","13,861,853.35","13,990,015.50","14,129,707.96","14,249,571.14","14,401,139.24","14,515,535.23","14,583,891.95","14,700,809.25","14,773,941.76","14,824,993.26","14,868,720.92","14,935,449.63","14,948,115.58","14,983,608.11","14,988,450.31","15,019,700.82","15,028,655.17","15,016,917.86","15,024,903.58","15,006,005.88","14,989,748.58","14,931,782.80","14,868,461.49","14,792,563.85","14,662,475.76","14,567,030.24","14,471,103.70","14,360,253.41","14,254,025.75","14,143,129.94","13,981,009.06","13,799,833.11","13,624,316.81","13,467,035.92","13,234,499.29","13,004,219.60","12,758,405.87","12,539,654.22","12,322,552.68","12,060,000.02","11,798,065.46","11,504,266.65","11,194,121.09","10,857,418.64","10,552,028.16","10,214,855.54"
18.00,"617,734.73","1,163,187.47","1,750,928.67","2,305,448.73","2,881,526.58","3,427,746.91","3,950,835.80","4,466,175.67","4,965,949.64","5,463,487.29","5,926,609.31","6,379,069.46","6,825,272.83","7,275,990.73","7,730,088.21","8,152,208.99","8,524,708.70","8,955,603.75","9,312,772.93","9,710,243.21","10,079,665.75","10,455,163.92","10,829,559.61","11,149,962.61","11,455,958.15","11,751,077.57","12,040,755.46","12,286,358.69","12,589,871.56","12,813,176.29","13,076,733.43","13,289,283.09","13,532,629.48","13,755,503.75","13,981,234.10","14,206,214.32","14,378,506.94","14,574,392.49","14,736,243.17","14,858,700.51","14,972,309.11","15,127,430.54","15,278,904.45","15,361,015.86","15,422,395.87","15,478,185.39","15,546,212.86","15,621,045.68","15,634,711.47","15,665,487.08","15,695,535.05","15,721,558.89","15,720,858.39","15,697,976.00","15,714,377.59","15,707,208.33","15,633,112.83","15,574,998.03","15,542,737.99","15,492,991.98","15,385,957.53","15,285,254.72","15,178,067.10","15,083,156.31","14,945,747.51","14,776,742.69","14,624,355.99","14,454,636.06","14,270,593.95","14,049,766.09","13,866,721.14","13,647,084.22","13,433,932.14","13,243,252.37","12,979,247.00","12,745,324.09","12,520,488.90","12,243,616.05","11,997,001.84","11,728,904.01","11,422,852.66","11,119,930.26","10,775,784.73"
19.00,"581,988.14","1,191,834.63","1,791,972.14","2,401,893.53","2,976,418.10","3,564,297.26","4,080,774.99","4,583,638.53","5,089,480.07","5,588,797.32","6,130,506.11","6,615,282.37","7,105,125.82","7,603,347.96","8,018,810.78","8,493,926.71","8,966,027.71","9,425,775.82","9,856,257.17","10,294,387.65","10,664,993.11","11,026,940.21","11,366,270.48","11,716,377.66","12,029,382.30","12,369,771.26","12,645,217.66","12,929,848.36","13,207,756.54","13,490,365.95","13,797,150.20","14,064,568.01","14,348,026.55","14,586,603.95","14,802,672.61","15,051,485.07","15,235,761.60","15,422,151.34","15,629,493.53","15,754,257.03","15,867,952.03","15,982,058.47","16,111,662.31","16,228,548.14","16,313,297.74","16,382,874.64","16,418,780.31","16,510,037.47","16,554,065.44","16,578,321.72","16,595,081.61","16,626,122.28","16,663,063.98","16,677,407.21","16,633,352.41","16,635,950.03","16,625,839.16","16,611,950.25","16,548,017.57","16,492,206.33","16,436,329.51","16,340,017.43","16,225,936.23","16,126,402.51","16,028,059.92","15,850,876.96","15,707,472.13","15,549,122.66","15,379,128.77","15,163,271.19","14,983,007.24","14,745,158.82","14,497,297.86","14,283,899.49","14,020,240.09","13,720,300.82","13,433,409.49","13,118,955.81","12,822,513.55","12,466,708.04","12,149,008.21","11,847,229.17","11,503,143.93"
20.00,"597,657.60","1,191,969.02","1,797,109.26","2,373,914.13","2,975,300.05","3,565,074.64","4,093,809.12","4,667,333.75","5,236,351.90","5,760,185.20","6,234,986.26","6,755,995.85","7,244,776.12","7,754,884.64","8,206,690.43","8,615,050.29","9,063,189.98","9,489,257.09","9,860,047.87","10,233,328.45","10,629,593.83","10,965,322.21","11,327,900.15","11,690,486.20","12,009,469.00","12,303,752.89","12,603,551.29","12,941,607.65","13,255,275.34","13,545,633.29","13,844,167.67","14,117,858.72","14,374,072.62","14,577,215.61","14,796,142.92","14,973,718.72","15,151,732.72","15,334,264.34","15,468,769.40","15,601,173.82","15,782,231.78","15,901,219.82","15,985,130.94","16,123,419.80","16,200,493.91","16,252,695.66","16,298,721.72","16,327,954.40","16,421,070.72","16,431,308.57","16,464,286.16","16,464,413.98","16,468,801.82","16,475,440.53","16,469,063.60","16,450,558.47","16,447,224.41","16,413,218.88","16,359,651.82","16,296,147.69","16,213,353.52","16,097,970.53","16,003,060.08","15,911,609.30","15,776,569.40","15,661,131.15","15,479,606.27","15,344,756.39","15,126,689.96","14,953,857.63","14,781,067.26","14,573,865.83","14,329,813.71","14,066,753.96","13,787,856.57","13,552,422.42","13,283,377.29","12,957,869.62","12,631,858.36","12,298,470.51","12,010,175.74","11,684,309.15","11,351,340.62"
